Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 31 2018,MIZZU,69,ALA,60,L,-5.5,L,137.0,U
Jan 27 2018,OKLA,73,ALA,80,W,+1.0,W,159.0,U
Jan 23 2018,ALA,66,MISS,78,L,-2.5,L,149.5,U
Jan 20 2018,MISST,62,ALA,68,W,-4.5,W,137.0,U
Jan 17 2018,AUBRN,71,ALA,76,W,+5.0,W,153.5,U
Jan 13 2018,ALA,74,LSU,66,W,-4.0,W,151.0,U
Jan 9 2018,S.CAR,62,ALA,76,W,-4.5,W,141.0,U
Jan 6 2018,ALA,46,GA,65,L,-2.0,L,141.5,U
Jan 2 2018,ALA,75,VANDY,76,L,-2.5,W,145.5,O
Nov 29 2017,LATEC,74,ALA,77,W,-11.5,L,144.0,O
Nov 25 2017,ALA,84,MINN,89,L,-4.5,L,151.0,O
Nov 24 2017,ALA,71,BYU,59,W,+8.5,W,150.5,U
Nov 21 2017,TEXAR,76,ALA,77,W,-11.0,L,153.5,U
Nov 17 2017,ALA&M,67,ALA,104,W,0.0,,0.0,
Nov 14 2017,LIPSC,64,ALA,86,W,-14.0,W,151.5,U
Nov 10 2017,MEMPH,70,ALA,82,W,-4.0,W,136.5,O
Dec 30 2017,TEXAM,57,ALA,79,W,0.0,W,145.5,U
Dec 22 2017,TEXAS,66,ALA,50,L,-3.5,L,137.0,U
Dec 19 2017,MERCR,79,ALA,80,W,-7.5,L,151.0,O
Dec 9 2017,ALA,82,ARIZ,88,L,-9.5,W,148.5,O
Dec 6 2017,RHODEI,64,ALA,68,W,-3.5,W,145.0,U
Dec 3 2017,UCF,65,ALA,62,L,-10.0,L,134.5,U
Feb 27 2018,FLA,73,ALA,52,L,+1.0,L,138.5,U
Feb 24 2018,ARK,76,ALA,73,L,-4.0,L,149.0,P
Feb 21 2018,ALA,71,AUBRN,90,L,-7.0,L,151.5,O
Feb 17 2018,ALA,71,KENTY,81,L,-4.0,L,142.5,O
Feb 13 2018,LSU,65,ALA,80,W,-7.0,W,143.5,O
Feb 10 2018,TENN,50,ALA,78,W,+2.0,W,137.0,U
Feb 6 2018,ALA,63,MISST,67,L,-3.0,L,136.5,U
Feb 3 2018,ALA,68,FLA,50,W,-7.5,W,143.0,U
Mar 10 2018,ALA,63,KENTY,86,L,-4.5,L,139.5,O
Mar 9 2018,ALA,81,AUBRN,63,W,-6.5,W,152.5,U
Mar 8 2018,ALA,71,TEXAM,70,W,-3.5,W,138.5,O
Mar 3 2018,ALA,66,TEXAM,68,L,-5.0,W,141.0,U
