Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 31 2017,MANHT,49,FAIRF,78,W,-2.5,W,151.0,U
Jan 28 2017,MARST,62,FAIRF,72,W,-8.0,W,150.5,U
Jan 22 2017,FAIRF,49,MONMO,91,L,-14.5,L,161.5,U
Jan 20 2017,FAIRF,89,IONA,96,L,-9.0,W,160.5,O
Jan 17 2017,STPET,69,FAIRF,55,L,-2.5,L,136.5,U
Jan 15 2017,SIENA,63,FAIRF,54,L,-2.0,L,155.5,U
Jan 10 2017,CANIS,86,FAIRF,72,L,-3.0,L,165.0,U
Jan 5 2017,FAIRF,97,MANHT,79,W,-3.0,W,151.5,O
Jan 2 2017,IONA,87,FAIRF,93,W,+4.0,W,158.0,O
Jan 29 2016,CANIS,77,FAIRF,84,W,-1.0,W,163.0,U
Jan 24 2016,IONA,91,FAIRF,98,W,+4.5,W,170.0,O
Jan 22 2016,FAIRF,88,MARST,76,W,+2.0,W,158.5,O
Jan 19 2016,STPET,77,FAIRF,71,L,-3.0,L,143.0,O
Jan 15 2016,NIAGR,68,FAIRF,73,W,-8.0,L,144.5,U
Jan 11 2016,MONMO,86,FAIRF,74,L,+5.0,L,159.5,O
Jan 9 2016,FAIRF,69,RIDER,64,W,-2.5,W,144.0,U
Jan 7 2016,FAIRF,76,SIENA,91,L,-5.5,L,156.5,O
Jan 4 2016,DART,85,FAIRF,97,W,-5.5,W,142.5,O
Jan 2 2016,FAIRF,66,MANHT,72,L,+1.5,L,152.5,U
Jan 30 2015,MONMO,60,FAIRF,59,L,+3.5,W,124.0,U
Jan 25 2015,FAIRF,67,MARST,73,L,-1.0,L,121.5,O
Jan 22 2015,CANIS,64,FAIRF,50,L,+4.0,L,121.0,U
Nov 26 2016,ARMY,74,FAIRF,75,W,0.0,,0.0,
Nov 23 2016,FAIRF,66,LOYMD,81,L,0.0,,0.0,
Nov 19 2016,FAIRF,70,WAGNR,64,W,0.0,,0.0,
Nov 15 2016,FAIRF,79,DART,62,W,+2.0,W,153.5,U
Nov 11 2016,SACRD,63,FAIRF,85,W,0.0,,0.0,
Nov 27 2015,COLUM,81,FAIRF,82,W,+6.0,W,145.0,O
Nov 24 2015,FAIRF,113,MD-ES,74,W,0.0,,0.0,
Nov 21 2015,SACRD,79,FAIRF,83,W,0.0,,0.0,
Nov 18 2015,FAIRF,72,NWEST,79,L,-15.5,W,140.0,O
Nov 15 2015,FAIRF,65,UNC,92,L,-24.5,L,149.0,O
Nov 13 2015,FAIRF,57,YALE,70,L,-6.5,L,126.0,O
Nov 29 2014,FAIRF,48,NEAST,57,L,-12.0,W,0.0,
Nov 23 2014,SDKOTA,72,FAIRF,80,W,-2.0,W,0.0,
Nov 22 2014,SAMHO,74,FAIRF,60,L,-1.5,L,0.0,
Nov 21 2014,WOFFD,54,FAIRF,36,L,+3.5,L,0.0,
Nov 15 2014,FAIRF,59,DUKE,109,L,-32.5,L,0.0,
Nov 14 2014,FAIRF,71,CCONN,63,W,0.0,,0.0,
Nov 29 2013,FAIRF,69,PROV,78,L,-17.0,W,121.5,O
Nov 24 2013,FAIRF,47,RICHM,68,L,-7.5,L,123.0,U
Nov 23 2013,FAIRF,57,LOUIS,71,L,-27.0,W,131.0,U
Nov 20 2013,HOLYC,63,FAIRF,49,L,0.0,,0.0,
