Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 28 2017,COLCH,90,DREXL,76,W,+6.0,W,136.0,O
Jan 26 2017,COLCH,77,TOWSN,83,L,-2.0,L,128.0,O
Jan 21 2017,JMU,60,COLCH,73,W,0.0,,0.0,
Jan 19 2017,NCWIL,65,COLCH,59,L,+3.5,L,138.5,U
Jan 14 2017,W&M,67,COLCH,77,W,-5.5,W,137.5,O
Jan 12 2017,COLCH,53,JMU,51,W,0.0,,118.0,U
Jan 7 2017,HOFST,71,COLCH,77,W,-6.0,P,137.0,O
Jan 5 2017,TOWSN,57,COLCH,62,W,0.0,,125.0,U
Jan 2 2017,COLCH,65,DELA,56,W,+8.5,W,122.0,U
Jan 30 2016,COLCH,55,NCWIL,65,L,-8.0,L,135.5,U
Jan 28 2016,NEAST,61,COLCH,68,W,-2.0,W,124.0,O
Jan 23 2016,DELA,58,COLCH,59,W,-7.5,L,129.0,U
Jan 21 2016,COLCH,40,TOWSN,37,W,-5.0,W,127.5,U
Jan 16 2016,ELON,65,COLCH,64,L,-4.5,L,145.5,U
Jan 14 2016,W&M,63,COLCH,61,L,+1.5,L,138.0,U
Jan 9 2016,COLCH,54,DREXL,61,L,+1.5,L,130.0,U
Jan 7 2016,HOFST,61,COLCH,72,W,+3.0,W,145.0,U
Jan 2 2016,COLCH,70,W&M,78,L,-6.0,L,138.0,O
Jan 31 2015,COLCH,68,DELA,71,L,-2.5,L,127.0,O
Jan 29 2015,COLCH,70,TOWSN,74,L,-2.5,L,115.5,O
Jan 24 2015,COLCH,51,DREXL,53,L,+1.0,L,110.0,U
Nov 27 2016,USCUP,60,COLCH,72,W,0.0,,0.0,
Nov 23 2016,COLCH,47,VILLA,63,L,-20.5,W,127.5,U
Nov 20 2016,WAKE,78,COLCH,61,L,+4.0,L,136.0,O
Nov 18 2016,UCF,60,COLCH,40,L,-5.0,L,131.0,U
Nov 17 2016,BOISE,47,COLCH,60,W,-5.0,W,134.0,U
Nov 14 2016,COLCH,71,COCAR,64,W,0.0,,0.0,
Nov 11 2016,CITDL,68,COLCH,81,W,-21.5,L,169.5,U
Nov 30 2015,LSU,58,COLCH,70,W,+5.0,W,139.0,U
Nov 27 2015,W.CAR,56,COLCH,57,W,-6.0,L,142.0,U
Nov 24 2015,COCAR,67,COLCH,61,L,0.0,,0.0,
Nov 21 2015,COLCH,81,DAVID,82,L,-15.0,W,154.0,O
Nov 16 2015,COLCH,72,NAVY,58,W,0.0,,0.0,
Nov 13 2015,SC.ST,54,COLCH,74,W,0.0,,0.0,
Nov 29 2014,COLCH,57,W.VA,86,L,-14.0,L,0.0,
Nov 23 2014,COLCH,61,GMASN,60,W,+3.0,L,0.0,
Nov 21 2014,COLCH,50,TEXAM,59,L,-8.0,L,118.0,U
Nov 20 2014,COLCH,57,UCONN,65,L,-13.0,W,124.0,U
Nov 17 2014,G.WEB,80,COLCH,67,L,0.0,,0.0,
Nov 14 2014,COLCH,75,FURMN,40,W,+6.5,W,0.0,
Nov 29 2013,COLCH,58,ARZST,80,L,-11.0,L,142.5,U
Nov 28 2013,COLCH,52,SD.ST,72,L,-9.0,L,132.5,U
Nov 23 2013,FURMN,55,COLCH,89,W,-10.5,W,160.5,U
Nov 18 2013,MIAMI,70,COLCH,54,L,-1.5,L,139.5,U
Dec 31 2016,COLCH,66,ELON,54,W,+1.5,W,132.0,U
Dec 22 2016,COLCH,77,W.CAR,59,W,0.0,,118.5,O
Dec 19 2016,COLCH,65,LSU,75,L,-4.0,L,134.0,O
Dec 15 2016,COLCH,53,E.CAR,35,W,-1.5,W,121.0,U
Dec 11 2016,ANDSC,45,COLCH,59,W,0.0,,0.0,
Dec 4 2016,DAVID,61,COLCH,76,W,0.0,,0.0,
Dec 1 2016,NAVY,64,COLCH,70,W,0.0,,0.0,
Dec 31 2015,COLCH,65,JMU,62,W,-6.0,W,136.0,U
Dec 22 2015,COLCH,86,CAMBP,68,W,0.0,,0.0,
Dec 19 2015,COLCH,63,MIAMI,85,L,-17.5,L,136.5,O
Dec 13 2015,NGREN,52,COLCH,89,W,0.0,,0.0,
Dec 7 2015,E.CAR,73,COLCH,77,W,-4.5,L,128.0,O
Dec 5 2015,COLCH,82,CITDL,74,W,+8.5,L,168.5,U
Dec 30 2014,COLCH,40,MIAMI,67,L,-13.5,L,122.5,U
